(52, 41, 64)
(0, 0, 'wall', [0, 0], 0, [-1, -1])
(0, 1, 'wall', [0, 0], 0, [-1, -1])
(0, 2, 'wall', [0, 0], 0, [-1, -1])
(0, 3, 'wall', [0, 0], 0, [-1, -1])
(0, 4, 'wall', [0, 0], 0, [-1, -1])
(0, 5, 'wall', [0, 0], 0, [-1, -1])
(0, 6, 'wall', [0, 0], 0, [-1, -1])
(0, 7, 'wall', [0, 0], 0, [-1, -1])
(0, 8, 'wall', [0, 0], 0, [-1, -1])
(0, 9, 'wall', [0, 0], 0, [-1, -1])
(0, 10, 'wall', [0, 0], 0, [-1, -1])
(0, 11, 'wall', [0, 0], 0, [-1, -1])
(0, 12, 'wall', [0, 0], 0, [-1, -1])
(0, 13, 'wall', [0, 0], 0, [-1, -1])
(0, 14, 'wall', [0, 0], 0, [-1, -1])
(0, 15, 'wall', [0, 0], 0, [-1, -1])
(0, 16, 'wall', [0, 0], 0, [-1, -1])
(0, 17, 'wall', [0, 0], 0, [-1, -1])
(0, 18, 'wall', [0, 0], 0, [-1, -1])
(0, 19, 'wall', [1, 0], 0, [-1, -1])
(0, 20, 'wall', [2, 0], 0, [-1, -1])
(0, 21, 'wall', [2, 0], 0, [-1, -1])
(0, 22, 'wall', [2, 0], 0, [-1, -1])
(0, 23, 'wall', [2, 0], 0, [-1, -1])
(0, 24, 'wall', [2, 0], 0, [-1, -1])
(0, 25, 'wall', [3, 0], 0, [-1, -1])
(0, 26, 'wall', [0, 0], 0, [-1, -1])
(0, 27, 'wall', [0, 0], 0, [-1, -1])
(0, 28, 'wall', [0, 0], 0, [-1, -1])
(0, 29, 'wall', [0, 0], 0, [-1, -1])
(0, 30, 'wall', [0, 0], 0, [-1, -1])
(0, 31, 'wall', [0, 0], 0, [-1, -1])
(0, 32, 'wall', [0, 0], 0, [-1, -1])
(0, 33, 'wall', [0, 0], 0, [-1, -1])
(0, 34, 'wall', [0, 0], 0, [-1, -1])
(0, 35, 'wall', [0, 0], 0, [-1, -1])
(0, 36, 'wall', [0, 0], 0, [-1, -1])
(0, 37, 'wall', [0, 0], 0, [-1, -1])
(0, 38, 'wall', [0, 0], 0, [-1, -1])
(0, 39, 'wall', [0, 0], 0, [-1, -1])
(0, 40, 'wall', [0, 0], 0, [-1, -1])
(0, 41, 'wall', [0, 0], 0, [-1, -1])
(0, 42, 'wall', [0, 0], 0, [-1, -1])
(0, 43, 'wall', [0, 0], 0, [-1, -1])
(0, 44, 'wall', [0, 0], 0, [-1, -1])
(0, 45, 'wall', [0, 0], 0, [-1, -1])
(0, 46, 'wall', [0, 0], 0, [-1, -1])
(0, 47, 'wall', [0, 0], 0, [-1, -1])
(0, 48, 'wall', [0, 0], 0, [-1, -1])
(0, 49, 'wall', [0, 0], 0, [-1, -1])
(0, 50, 'wall', [0, 0], 0, [-1, -1])
(0, 51, 'wall', [0, 0], 0, [-1, -1])
(1, 0, 'wall', [0, 0], 0, [-1, -1])
(1, 1, 'wall', [0, 0], 0, [-1, -1])
(1, 2, 'wall', [1, 0], 0, [-1, -1])
(1, 3, 'wall', [2, 0], 0, [-1, -1])
(1, 4, 'wall', [2, 0], 0, [-1, -1])
(1, 5, 'wall', [2, 0], 0, [-1, -1])
(1, 6, 'wall', [2, 0], 0, [-1, -1])
(1, 7, 'wall', [2, 0], 0, [-1, -1])
(1, 8, 'wall', [2, 0], 0, [-1, -1])
(1, 9, 'wall', [2, 0], 0, [-1, -1])
(1, 10, 'wall', [2, 0], 0, [-1, -1])
(1, 11, 'wall', [2, 0], 0, [-1, -1])
(1, 12, 'wall', [2, 0], 0, [-1, -1])
(1, 13, 'wall', [3, 0], 0, [-1, -1])
(1, 14, 'wall', [0, 0], 0, [-1, -1])
(1, 15, 'wall', [0, 0], 0, [-1, -1])
(1, 16, 'wall', [1, 0], 0, [-1, -1])
(1, 17, 'wall', [2, 0], 0, [-1, -1])
(1, 18, 'wall', [2, 0], 0, [-1, -1])
(1, 19, 'wall', [2, 0], 1350, [5, 1])
(1, 20, 'wall', [4, 3], 0, [-1, -1])
(1, 21, 'wall', [4, 3], 0, [-1, -1])
(1, 22, 'wall', [4, 3], 1350, [5, 2])
(1, 23, 'wall', [4, 3], 0, [-1, -1])
(1, 24, 'wall', [4, 3], 0, [-1, -1])
(1, 25, 'wall', [2, 0], 1350, [4, 1])
(1, 26, 'wall', [2, 0], 0, [-1, -1])
(1, 27, 'wall', [2, 0], 0, [-1, -1])
(1, 28, 'wall', [3, 0], 0, [-1, -1])
(1, 29, 'wall', [0, 0], 0, [-1, -1])
(1, 30, 'wall', [0, 0], 0, [-1, -1])
(1, 31, 'wall', [0, 0], 0, [-1, -1])
(1, 32, 'wall', [0, 0], 0, [-1, -1])
(1, 33, 'wall', [0, 0], 0, [-1, -1])
(1, 34, 'wall', [0, 0], 0, [-1, -1])
(1, 35, 'wall', [0, 0], 0, [-1, -1])
(1, 36, 'wall', [0, 0], 0, [-1, -1])
(1, 37, 'wall', [0, 0], 0, [-1, -1])
(1, 38, 'wall', [0, 0], 0, [-1, -1])
(1, 39, 'wall', [0, 0], 1710, [0, 1])
(1, 40, 'wall', [0, 0], 0, [-1, -1])
(1, 41, 'wall', [1, 0], 0, [-1, -1])
(1, 42, 'wall', [2, 0], 0, [-1, -1])
(1, 43, 'wall', [2, 0], 0, [-1, -1])
(1, 44, 'wall', [2, 0], 0, [-1, -1])
(1, 45, 'wall', [2, 0], 0, [-1, -1])
(1, 46, 'wall', [2, 0], 0, [-1, -1])
(1, 47, 'wall', [2, 0], 0, [-1, -1])
(1, 48, 'wall', [2, 0], 0, [-1, -1])
(1, 49, 'wall', [2, 0], 0, [-1, -1])
(1, 50, 'wall', [3, 0], 0, [-1, -1])
(1, 51, 'wall', [0, 0], 0, [-1, -1])
(2, 0, 'wall', [0, 0], 0, [-1, -1])
(2, 1, 'wall', [0, 0], 1350, [0, 2])
(2, 2, 'wall', [1, 1], 0, [-1, -1])
(2, 3, 'wall', [4, 3], 0, [-1, -1])
(2, 4, 'wall', [4, 3], 0, [-1, -1])
(2, 5, 'wall', [4, 3], 0, [5, 2])
